Path points with orientation:
        X        Y   orientation
  455.512  318.291         1.569
  455.513  318.541         1.569
  455.513  318.791         1.569
  455.513  319.041         1.570
  455.514  319.291         1.570
  455.514  319.541         1.570
  455.514  319.791         1.571
  455.514  320.041         1.571
  455.514  320.291         1.571
  455.513  320.541         1.572
  455.513  320.791         1.572
  455.513  321.041         1.572
  455.512  321.291         1.573
  455.511  321.541         1.573
  455.511  321.791         1.574
  455.510  322.041         1.574
  455.509  322.291         1.575
  455.508  322.541         1.576
  455.506  322.791         1.576
  455.505  323.041         1.577
  455.503  323.291         1.578
  455.501  323.541         1.578
  455.499  323.791         1.579
  455.497  324.041         1.580
  455.494  324.291         1.581
  455.492  324.541         1.581
  455.489  324.791         1.582
  455.486  325.041         1.583
  455.482  325.291         1.584
  455.479  325.541         1.585
  455.475  325.791         1.586
  455.471  326.041         1.587
  455.467  326.291         1.588
  455.462  326.541         1.589
  455.458  326.791         1.590
  455.453  327.041         1.591
  455.447  327.291         1.592
  455.442  327.541         1.593
  455.436  327.791         1.594
  455.430  328.041         1.595
  455.423  328.291         1.597
  455.417  328.540         1.598
  455.410  328.790         1.599
  455.402  329.040         1.600
  455.394  329.290         1.602
  455.386  329.540         1.603
  455.378  329.790         1.604
  455.369  330.040         1.606
  455.360  330.290         1.607
  455.351  330.539         1.609
  455.341  330.789         1.610
  455.331  331.039         1.612
  455.320  331.289         1.613
  455.309  331.538         1.615
  455.298  331.788         1.616
  455.286  332.038         1.618
  455.274  332.288         1.619
  455.261  332.537         1.621
  455.249  332.787         1.623
  455.235  333.037         1.624
  455.221  333.286         1.626
  455.207  333.536         1.628
  455.192  333.785         1.630
  455.177  334.035         1.631
  455.162  334.285         1.633
  455.146  334.534         1.635
  455.129  334.783         1.637
  455.112  335.033         1.639
  455.095  335.282         1.641
  455.077  335.532         1.643
  455.058  335.781         1.645
  455.040  336.030         1.647
  455.020  336.279         1.649
  455.000  336.529         1.651
  454.980  336.778         1.653
  454.959  337.027         1.655
  454.937  337.276         1.657
  454.915  337.525         1.659
  454.893  337.774         1.661
  454.870  338.023         1.663
  454.846  338.272         1.666
  454.822  338.521         1.668
  454.797  338.769         1.670
  454.772  339.018         1.672
  454.746  339.267         1.675
  454.719  339.515         1.677
  454.692  339.764         1.679
  454.665  340.012         1.682
  454.636  340.261         1.684
  454.607  340.509         1.686
  454.578  340.757         1.689
  454.548  341.006         1.691
  454.517  341.254         1.694
  454.486  341.502         1.696
  454.454  341.750         1.699
  454.421  341.998         1.701
  454.388  342.245         1.704
  454.354  342.493         1.707
  454.320  342.741         1.709
  454.285  342.988         1.712
  454.249  343.236         1.715
  454.212  343.483         1.717
  454.175  343.730         1.720
  454.137  343.977         1.723
  454.099  344.224         1.725
  454.060  344.471         1.728
  454.020  344.718         1.731
  453.979  344.965         1.734
  453.939  345.211         1.734
  453.899  345.458         1.731
  453.860  345.705         1.728
  453.821  345.952         1.725
  453.783  346.199         1.723
  453.746  346.446         1.720
  453.710  346.694         1.717
  453.674  346.941         1.714
  453.639  347.189         1.712
  453.604  347.436         1.709
  453.571  347.684         1.707
  453.537  347.932         1.704
  453.505  348.180         1.701
  453.473  348.428         1.699
  453.442  348.676         1.696
  453.411  348.924         1.694
  453.381  349.172         1.691
  453.351  349.420         1.689
  453.323  349.669         1.686
  453.294  349.917         1.684
  453.267  350.165         1.682
  453.240  350.414         1.679
  453.213  350.663         1.677
  453.187  350.911         1.675
  453.162  351.160         1.673
  453.137  351.409         1.670
  453.113  351.657         1.668
  453.089  351.906         1.666
  453.066  352.155         1.664
  453.043  352.404         1.662
  453.021  352.653         1.659
  452.999  352.902         1.657
  452.978  353.151         1.655
  452.958  353.401         1.653
  452.938  353.650         1.651
  452.918  353.899         1.649
  452.899  354.148         1.647
  452.880  354.398         1.645
  452.862  354.647         1.643
  452.845  354.896         1.641
  452.828  355.146         1.639
  452.811  355.395         1.638
  452.795  355.645         1.636
  452.779  355.894         1.634
  452.764  356.144         1.632
  452.749  356.393         1.630
  452.734  356.643         1.629
  452.720  356.892         1.627
  452.707  357.142         1.625
  452.693  357.392         1.624
  452.681  357.641         1.622
  452.668  357.891         1.620
  452.656  358.141         1.619
  452.645  358.390         1.617
  452.633  358.640         1.616
  452.623  358.890         1.614
  452.612  359.140         1.613
  452.602  359.390         1.611
  452.592  359.639         1.610
  452.583  359.889         1.608
  452.574  360.139         1.607
  452.565  360.389         1.605
  452.557  360.639         1.604
  452.549  360.889         1.603
  452.541  361.139         1.602
  452.534  361.388         1.600
  452.527  361.638         1.599
  452.520  361.888         1.598
  452.514  362.138         1.597
  452.508  362.388         1.595
  452.502  362.638         1.594
  452.496  362.888         1.593
  452.491  363.138         1.592
  452.486  363.388         1.591
  452.481  363.638         1.590
  452.477  363.888         1.589
  452.472  364.138         1.588
  452.468  364.388         1.587
  452.465  364.638         1.586
  452.461  364.888         1.585
  452.458  365.138         1.584
  452.455  365.388         1.583
  452.452  365.638         1.582
  452.449  365.888         1.581
  452.447  366.138         1.580
  452.445  366.388         1.580
  452.443  366.638         1.579
  452.441  366.888         1.578
  452.439  367.138         1.577
  452.438  367.387         1.577
  452.436  367.637         1.576
  452.435  367.887         1.575
  452.434  368.137         1.575
  452.433  368.387         1.574
  452.433  368.637         1.574
  452.432  368.887         1.573
  452.432  369.137         1.572
  452.431  369.387         1.572
  452.431  369.637         1.571
  452.431  369.887         1.571
  452.431  370.137         1.571
  452.431  370.387         1.570
  452.432  370.637         1.570
  452.432  370.887         1.569
  452.432  371.137         1.569
  452.433  371.387         1.569
  452.433  371.637         1.568
  452.434  371.887         1.568
  452.435  372.137         1.568
  452.436  372.387         1.568
  452.436  372.637         1.568
  452.437  372.887         1.567
  452.438  373.137         1.567
  452.439  373.387         1.567
  452.440  373.637         1.567
  452.441  373.887         1.567
  452.442  374.137         1.567
  452.443  374.387         1.567
  452.444  374.637         1.567
  452.445  374.887         1.567
  452.446  375.137         1.567
  452.447  375.387         1.567
  452.448  375.637         1.567
  452.449  375.887         1.567
  452.450  376.137         1.567
  452.451  376.387         1.567
  452.451  376.637         1.568
  452.452  376.887         1.568
  452.453  377.137         1.568
  452.453  377.387         1.568
  452.454  377.637         1.569
  452.454  377.887         1.569
  452.455  378.137         1.569
  452.455  378.387         1.570
  452.455  378.637         1.570
  452.456  378.887         1.570
  452.456  379.137         1.571
  452.455  379.387         1.571
  452.455  379.637         1.572
  452.455  379.887         1.572
  452.454  380.137         1.573
  452.454  380.387         1.573
  452.453  380.637         1.574
  452.452  380.887         1.574
  452.451  381.137         1.575
  452.450  381.387         1.576
  452.449  381.637         1.576
  452.447  381.887         1.577
  452.445  382.137         1.578
  452.444  382.387         1.578
  452.442  382.637         1.579
  452.439  382.887         1.580
  452.437  383.137         1.581
  452.434  383.387         1.581
  452.431  383.637         1.582
  452.428  383.887         1.583
  452.425  384.137         1.584
  452.421  384.387         1.585
  452.418  384.637         1.586
  452.414  384.887         1.587
  452.409  385.137         1.588
  452.405  385.387         1.589
  452.400  385.637         1.590
  452.395  385.887         1.591
  452.390  386.137         1.592
  452.384  386.387         1.593
  452.378  386.637         1.594
  452.372  386.887         1.595
  452.366  387.137         1.597
  452.359  387.387         1.598
  452.352  387.637         1.599
  452.344  387.886         1.600
  452.337  388.136         1.601
  452.329  388.386         1.603
  452.321  388.636         1.604
  452.312  388.886         1.605
  452.303  389.136         1.607
  452.294  389.386         1.608
  452.284  389.635         1.610
  452.274  389.885         1.611
  452.263  390.135         1.612
  452.253  390.385         1.614
  452.242  390.634         1.615
  452.230  390.884         1.617
  452.218  391.134         1.618
  452.206  391.384         1.620
  452.193  391.633         1.622
  452.180  391.883         1.623
  452.167  392.133         1.625
  452.153  392.382         1.626
  452.138  392.632         1.628
  452.124  392.881         1.630
  452.108  393.131         1.632
  452.093  393.380         1.633
  452.077  393.630         1.635
  452.060  393.879         1.637
  452.043  394.129         1.639
  452.026  394.378         1.641
  452.008  394.628         1.642
  451.990  394.877         1.644
  451.971  395.126         1.646
  451.951  395.375         1.648
  451.932  395.625         1.650
  451.911  395.874         1.652
  451.891  396.123         1.654
  451.869  396.372         1.656
  451.848  396.621         1.658
  451.825  396.870         1.660
  451.802  397.119         1.662
  451.779  397.368         1.664
  451.755  397.617         1.666
  451.731  397.866         1.669
  451.706  398.114         1.671
  451.680  398.363         1.673
  451.654  398.612         1.675
  451.628  398.860         1.677
  451.601  399.109         1.680
  451.573  399.357         1.682
  451.545  399.606         1.684
  451.516  399.854         1.686
  451.486  400.102         1.689
  451.456  400.350         1.691
  451.426  400.599         1.694
  451.395  400.847         1.696
  451.363  401.095         1.698
  451.330  401.342         1.701
  451.297  401.590         1.703
  451.264  401.838         1.706
  451.229  402.086         1.708
  451.194  402.333         1.711
  451.159  402.581         1.713
  451.123  402.828         1.716
  451.086  403.075         1.719
  451.048  403.322         1.721
  451.010  403.570         1.724
  450.972  403.816         1.726
  450.932  404.063         1.729
  450.892  404.310         1.732
  450.851  404.557         1.735
  450.810  404.803         1.737
  450.768  405.050         1.740
  450.725  405.296         1.743
  450.682  405.542         1.746
  450.637  405.788         1.748
  450.593  406.034         1.751
  450.547  406.280         1.754
  450.501  406.526         1.757
  450.454  406.771         1.760
  450.406  407.017         1.763
  450.358  407.262         1.765
  450.309  407.507         1.765
  450.262  407.753         1.763
  450.215  407.998         1.760
  450.169  408.244         1.757
  450.123  408.490         1.754
  450.078  408.736         1.751
  450.034  408.982         1.748
  449.991  409.228         1.746
  449.948  409.474         1.743
  449.906  409.721         1.740
  449.864  409.967         1.737
  449.823  410.214         1.735
  449.783  410.461         1.732
  449.744  410.708         1.729
  449.705  410.954         1.727
  449.667  411.202         1.724
  449.629  411.449         1.722
  449.592  411.696         1.719
  449.556  411.943         1.717
  449.520  412.191         1.714
  449.485  412.438         1.712
  449.450  412.686         1.709
  449.416  412.934         1.707
  449.383  413.181         1.704
  449.350  413.429         1.702
  449.318  413.677         1.700
  449.287  413.925         1.697
  449.256  414.173         1.695
  449.225  414.421         1.693
  449.195  414.669         1.691
  449.166  414.918         1.688
  449.137  415.166         1.686
  449.109  415.415         1.684
  449.081  415.663         1.682
  449.054  415.911         1.680
  449.027  416.160         1.678
  449.001  416.409         1.676
  448.976  416.657         1.673
  448.951  416.906         1.671
  448.926  417.155         1.669
  448.902  417.404         1.667
  448.878  417.653         1.665
  448.855  417.902         1.664
  448.832  418.150         1.662
  448.810  418.400         1.660
  448.788  418.649         1.658
  448.767  418.898         1.656
  448.746  419.147         1.654
  448.726  419.396         1.652
  448.706  419.645         1.651
  448.687  419.894         1.649
  448.668  420.144         1.647
  448.649  420.393         1.645
  448.631  420.642         1.644
  448.613  420.892         1.642
  448.595  421.141         1.640
  448.578  421.390         1.639
  448.562  421.640         1.637
  448.546  421.889         1.636
  448.530  422.139         1.634
  448.514  422.388         1.633
  448.499  422.638         1.631
  448.485  422.888         1.630
  448.470  423.137         1.628
  448.456  423.387         1.627
  448.443  423.636         1.625
  448.429  423.886         1.624
  448.417  424.136         1.623
  448.404  424.385         1.621
  448.392  424.635         1.620
  448.380  424.885         1.619
  448.368  425.135         1.617
  448.357  425.384         1.616
  448.346  425.634         1.615
  448.335  425.884         1.614
  448.324  426.134         1.613
  448.314  426.383         1.611
  448.304  426.633         1.610
  448.295  426.883         1.609
  448.285  427.133         1.608
  448.276  427.383         1.607
  448.268  427.632         1.606
  448.259  427.882         1.605
  448.251  428.132         1.604
  448.243  428.382         1.603
  448.235  428.632         1.602
  448.227  428.882         1.601
  448.220  429.132         1.600
  448.212  429.382         1.600
  448.205  429.632         1.599
  448.199  429.881         1.598
  448.192  430.131         1.597
  448.186  430.381         1.596
  448.179  430.631         1.596
  448.173  430.881         1.595
  448.168  431.131         1.594
  448.162  431.381         1.594
  448.156  431.631         1.593
  448.151  431.881         1.592
  448.146  432.131         1.592
  448.141  432.381         1.591
  448.136  432.631         1.591
  448.131  432.881         1.590
  448.126  433.131         1.589
  448.122  433.381         1.589
  448.117  433.631         1.589
  448.113  433.880         1.588
  448.109  434.130         1.588
  448.105  434.380         1.587
  448.101  434.630         1.587
  448.097  434.880         1.587
  448.093  435.130         1.586
  448.089  435.380         1.586
  448.085  435.630         1.586
  448.082  435.880         1.585
  448.078  436.130         1.585
  448.075  436.380         1.585
  448.071  436.630         1.585
  448.068  436.880         1.585
  448.064  437.130         1.585
  448.061  437.380         1.584
  448.057  437.630         1.584
  448.054  437.880         1.584
  448.051  438.130         1.584
  448.047  438.380         1.584
  448.044  438.630         1.584
  448.041  438.880         1.584
  448.037  439.130         1.584
  448.034  439.380         1.584
  448.030  439.630         1.584
  448.027  439.880         1.585
  448.024  440.130         1.585
  448.020  440.380         1.585
  448.016  440.630         1.585
  448.013  440.880         1.585
  448.009  441.130         1.586
  448.005  441.380         1.586
  448.002  441.630         1.586
  447.998  441.880         1.586
  447.994  442.130         1.587
  447.990  442.380         1.587
  447.986  442.630         1.587
  447.981  442.880         1.588
  447.977  443.129         1.588
  447.972  443.379         1.589
  447.968  443.629         1.589
  447.963  443.879         1.590
  447.958  444.129         1.590
  447.953  444.379         1.591
  447.948  444.629         1.591
  447.943  444.879         1.592
  447.938  445.129         1.592
  447.932  445.379         1.593
  447.926  445.629         1.594
  447.920  445.879         1.594
  447.914  446.129         1.595
  447.908  446.379         1.596
  447.902  446.629         1.597
  447.895  446.879         1.597
  447.888  447.128         1.598
  447.881  447.378         1.599
  447.874  447.628         1.600
  447.866  447.878         1.601
  447.859  448.128         1.601
  447.851  448.378         1.602
  447.843  448.628         1.603
  447.834  448.878         1.604
  447.826  449.128         1.605
  447.817  449.377         1.606
  447.808  449.627         1.607
  447.798  449.877         1.608
  447.789  450.127         1.609
  447.779  450.377         1.610
  447.769  450.626         1.612
  447.758  450.876         1.613
  447.747  451.126         1.614
  447.736  451.376         1.615
  447.725  451.625         1.616
  447.713  451.875         1.617
  447.701  452.125         1.619
  447.689  452.375         1.620
  447.676  452.624         1.621
  447.664  452.874         1.623
  447.650  453.124         1.624
  447.637  453.373         1.625
  447.623  453.623         1.627
  447.608  453.872         1.628
  447.594  454.122         1.629
  447.579  454.372         1.631
  447.563  454.621         1.632
  447.548  454.871         1.634
  447.531  455.120         1.635
  447.515  455.370         1.637
  447.498  455.619         1.639
  447.481  455.868         1.640
  447.463  456.118         1.642
  447.445  456.367         1.643
  447.426  456.616         1.645
  447.407  456.866         1.647
  447.388  457.115         1.648
  447.368  457.364         1.650
  447.348  457.613         1.652
  447.327  457.862         1.654
  447.306  458.112         1.655
  447.285  458.361         1.657
  447.263  458.610         1.659
  447.240  458.859         1.661
  447.217  459.108         1.663
  447.194  459.356         1.665
  447.170  459.605         1.667
  447.145  459.854         1.668
  447.121  460.103         1.670
  447.095  460.352         1.672
  447.069  460.600         1.674
  447.043  460.849         1.676
  447.016  461.097         1.679
  446.989  461.346         1.681
  446.961  461.594         1.683
  446.932  461.843         1.685
  446.903  462.091         1.687
  446.874  462.339         1.689
  446.844  462.587         1.691
  446.813  462.836         1.694
  446.782  463.084         1.696
  446.750  463.332         1.698
  446.718  463.580         1.700
  446.685  463.827         1.703
  446.652  464.075         1.705
  446.618  464.323         1.707
  446.583  464.570         1.710
  446.548  464.818         1.712
  446.512  465.065         1.714
  446.476  465.313         1.717
  446.439  465.560         1.719
  446.401  465.807         1.722
  446.363  466.054         1.724
  446.324  466.301         1.727
  446.285  466.548         1.729
  446.245  466.795         1.732
  446.204  467.041         1.734
  446.163  467.288         1.737
  446.121  467.534         1.740
  446.078  467.781         1.742
  446.035  468.027         1.745
  445.991  468.273         1.748
  445.946  468.519         1.750
  445.901  468.765         1.753
  445.855  469.011         1.756
  445.808  469.256         1.758
  445.761  469.502         1.761
  445.713  469.747         1.764
  445.664  469.992         1.767
  445.615  470.237         1.770
  445.565  470.482         1.773
  445.514  470.727         1.775
  445.463  470.972         1.778
  445.410  471.216         1.781
  445.357  471.461         1.784
  445.304  471.705         1.787
  445.249  471.949         1.790
  445.194  472.193         1.793
  445.138  472.436         1.796
  445.082  472.680         1.799
  445.024  472.923         1.802
  444.966  473.166         1.805
  444.907  473.409         1.808
  444.848  473.652         1.812
  444.787  473.895         1.815
  444.726  474.137         1.818
  444.664  474.379         1.821
  444.602  474.621         1.824
  444.538  474.863         1.827
  444.474  475.105         1.831
  444.409  475.346         1.834
  444.343  475.587         1.837
  444.277  475.828         1.840
  444.211  476.069         1.837
  444.147  476.311         1.828
  444.086  476.554         1.819
  444.027  476.796         1.810
  443.970  477.040         1.801
  443.915  477.284         1.792
  443.862  477.528         1.784
  443.811  477.773         1.776
  443.762  478.018         1.768
  443.715  478.263         1.761
  443.669  478.509         1.754
  443.625  478.755         1.747
  443.583  479.002         1.740
  443.543  479.249         1.733
  443.504  479.496         1.727
  443.467  479.743         1.721
  443.431  479.990         1.715
  443.396  480.238         1.710
  443.363  480.486         1.704
  443.331  480.733         1.699
  443.300  480.982         1.694
  443.270  481.230         1.690
  443.242  481.478         1.685
  443.214  481.727         1.681
  443.188  481.975         1.677
  443.162  482.224         1.674
  443.137  482.473         1.670
  443.113  482.721         1.667
  443.089  482.970         1.664
  443.067  483.219         1.662
  443.045  483.468         1.659
  443.023  483.717         1.657
  443.002  483.967         1.655
  442.981  484.216         1.654
  442.961  484.465         1.652
  442.941  484.714         1.651
  442.921  484.963         1.650
  442.902  485.213         1.649
  442.882  485.462         1.649
  442.863  485.711         1.648
  442.844  485.960         1.648
  442.824  486.210         1.648
  442.805  486.459         1.649
  442.785  486.708         1.649
  442.765  486.957         1.650
  442.745  487.206         1.652
  442.725  487.456         1.653
  442.704  487.705         1.654
  442.682  487.954         1.656
  442.661  488.203         1.658
  442.638  488.452         1.661
  442.615  488.701         1.663
  442.591  488.950         1.666
  442.567  489.198         1.669
  442.542  489.447         1.672
  442.516  489.696         1.675
  442.489  489.944         1.679
  442.461  490.193         1.683
  442.432  490.441         1.687
  442.402  490.689         1.691
  442.371  490.937         1.696
  442.338  491.185         1.700
  442.305  491.433         1.705
  442.270  491.681         1.711
  442.234  491.928         1.716
  442.196  492.175         1.722
  442.157  492.422         1.727
  442.117  492.669         1.733
  442.075  492.915         1.740
  442.031  493.161         1.746
  441.986  493.407         1.753
  441.939  493.653         1.760
  441.890  493.898         1.767
  441.840  494.143         1.774
  441.788  494.387         1.782
  441.734  494.631         1.789
  441.677  494.875         1.797
  441.619  495.118         1.805
  441.559  495.361         1.814
  441.497  495.603         1.822
  441.433  495.845         1.831
  441.366  496.086         1.840
  441.298  496.326         1.849
  441.227  496.566         1.858
  441.153  496.805         1.868
  441.078  497.043         1.878
  441.000  497.281         1.888
  440.920  497.517         1.898
  440.837  497.753         1.908
  440.752  497.988         1.919
  440.664  498.222         1.930
  440.574  498.455         1.940
  440.481  498.688         1.952
  440.385  498.919         1.963
  440.287  499.148         1.974
  440.186  499.377         1.986
  440.082  499.605         1.998
  439.976  499.831         2.010
  439.867  500.056         2.023
  439.755  500.279         2.035
  439.640  500.502         2.048
  439.523  500.722         2.061
  439.402  500.941         2.074
  439.279  501.159         2.087
  439.152  501.374         2.100
  439.023  501.588         2.114
  438.891  501.801         2.128
  438.756  502.011         2.142
  438.618  502.219         2.156
  438.477  502.426         2.170
  438.333  502.630         2.185
  438.186  502.832         2.200
  438.036  503.032         2.215
  437.883  503.230         2.230
  437.727  503.425         2.245
  437.567  503.618         2.260
  437.405  503.808         2.276
  437.240  503.996         2.292
  437.072  504.181         2.307
  436.902  504.364         2.323
  436.730  504.546         2.326
  436.561  504.730         2.314
  436.394  504.916         2.303
  436.229  505.103         2.293
  436.065  505.293         2.283
  435.903  505.483         2.274
  435.743  505.675         2.266
  435.585  505.868         2.258
  435.427  506.063         2.251
  435.271  506.258         2.245
  435.116  506.454         2.239
  434.963  506.651         2.234
  434.810  506.849         2.230
  434.657  507.047         2.226
  434.506  507.246         2.223
  434.354  507.445         2.220
  434.204  507.645         2.218
  434.053  507.844         2.217
  433.903  508.044         2.216
  433.752  508.244         2.216
  433.602  508.443         2.217
  433.451  508.643         2.218
  433.300  508.842         2.220
  433.149  509.041         2.222
  432.996  509.239         2.225
  432.844  509.437         2.229
  432.690  509.634         2.233
  432.535  509.831         2.237
  432.380  510.026         2.242
  432.223  510.221         2.248
  432.065  510.415         2.255
  431.906  510.608         2.261
  431.745  510.799         2.269
  431.583  510.990         2.277
  431.419  511.178         2.285
  431.254  511.366         2.294
  431.087  511.552         2.303
  430.918  511.736         2.313
  430.747  511.918         2.324
  430.574  512.099         2.335
  430.399  512.277         2.346
  430.222  512.454         2.358
  430.043  512.628         2.370
  429.861  512.800         2.383
  429.677  512.970         2.396
  429.491  513.137         2.410
  429.303  513.301         2.424
  429.112  513.463         2.439
  428.919  513.621         2.454
  428.723  513.777         2.469
  428.525  513.930         2.485
  428.325  514.079         2.501
  428.122  514.225         2.518
  427.916  514.367         2.535
  427.708  514.506         2.553
  427.498  514.641         2.571
  427.285  514.772         2.589
  427.070  514.899         2.608
  426.852  515.022         2.627
  426.632  515.141         2.647
  426.410  515.255         2.667
  426.185  515.365         2.687
  425.959  515.470         2.708
  425.729  515.571         2.729
  425.498  515.666         2.751
  425.265  515.756         2.772
  425.030  515.841         2.795
  424.793  515.921         2.817
  424.554  515.995         2.841
  424.314  516.063         2.864
  424.072  516.126         2.888
  423.828  516.183         2.912
  423.584  516.234         2.937
  423.338  516.278         2.962
  423.091  516.317         2.987
  422.843  516.349         3.013
  422.594  516.375         3.039
  422.345  516.393         3.066
  422.095  516.406         3.093
  421.845  516.411         3.120
  421.595  516.409        -3.135
  421.345  516.401        -3.107
  421.096  516.385        -3.078
  420.847  516.362        -3.049
  420.599  516.331        -3.020
  420.352  516.293        -2.990
  420.106  516.248        -2.959
  419.861  516.195        -2.928
  419.619  516.135        -2.897
  419.378  516.067        -2.865
  419.140  515.991        -2.833
  418.905  515.907        -2.801
  418.672  515.816        -2.768
  418.442  515.717        -2.734
  418.216  515.611        -2.706
  417.992  515.500        -2.682
  417.770  515.384        -2.659
  417.551  515.263        -2.636
  417.335  515.137        -2.614
  417.122  515.006        -2.591
  416.912  514.871        -2.570
  416.705  514.731        -2.548
  416.501  514.587        -2.527
  416.300  514.439        -2.506
  416.102  514.286        -2.485
  415.907  514.129        -2.465
  415.715  513.969        -2.444
  415.527  513.805        -2.425
  415.341  513.637        -2.405
  415.160  513.465        -2.386
  414.981  513.290        -2.367
  414.806  513.112        -2.348
  414.634  512.931        -2.329
  414.465  512.746        -2.311
  414.300  512.558        -2.293
  414.138  512.368        -2.275
  413.979  512.175        -2.258
  413.824  511.978        -2.240
  413.672  511.780        -2.223
  413.524  511.579        -2.206
  413.379  511.375        -2.190
  413.237  511.169        -2.173
  413.099  510.961        -2.157
  412.964  510.750        -2.141
  412.832  510.538        -2.126
  412.704  510.324        -2.110
  412.579  510.107        -2.095
  412.457  509.889        -2.080
  412.338  509.669        -2.065
  412.223  509.447        -2.051
  412.110  509.224        -2.036
  412.001  508.999        -2.022
  411.895  508.772        -2.008
  411.792  508.544        -1.995
  411.693  508.315        -1.981
  411.596  508.085        -1.968
  411.502  507.853        -1.955
  411.411  507.620        -1.942
  411.324  507.386        -1.930
  411.239  507.151        -1.917
  411.157  506.915        -1.905
  411.078  506.677        -1.893
  411.001  506.439        -1.881
  410.928  506.200        -1.870
  410.857  505.961        -1.858
  410.789  505.720        -1.847
  410.723  505.479        -1.836
  410.660  505.237        -1.825
  410.600  504.994        -1.815
  410.542  504.751        -1.804
  410.487  504.507        -1.794
  410.434  504.263        -1.784
  410.383  504.018        -1.774
  410.335  503.773        -1.765
  410.289  503.527        -1.755
  410.246  503.281        -1.746
  410.204  503.034        -1.737
  410.165  502.787        -1.728
  410.128  502.540        -1.720
  410.093  502.293        -1.712
  410.060  502.045        -1.703
  410.029  501.797        -1.695
  409.999  501.549        -1.688
  409.972  501.300        -1.680
  409.947  501.051        -1.673
  409.923  500.802        -1.665
  409.901  500.553        -1.658
  409.881  500.304        -1.652
  409.863  500.055        -1.645
  409.846  499.805        -1.639
  409.830  499.556        -1.632
  409.816  499.306        -1.626
  409.804  499.057        -1.620
  409.793  498.807        -1.615
  409.783  498.557        -1.609
  409.775  498.307        -1.604
  409.768  498.057        -1.599
  409.762  497.807        -1.594
  409.757  497.557        -1.590
  409.754  497.307        -1.585
  409.751  497.057        -1.581
  409.750  496.807        -1.577
  409.749  496.557        -1.573
  409.750  496.307        -1.569
  409.751  496.057        -1.566
  409.753  495.807        -1.562
  409.756  495.557        -1.559
  409.760  495.307        -1.556
  409.764  495.058        -1.553
  409.769  494.808        -1.551
  409.775  494.558        -1.549
  409.781  494.308        -1.546
  409.787  494.058        -1.544
  409.794  493.808        -1.543
  409.802  493.558        -1.541
  409.810  493.308        -1.540
  409.818  493.058        -1.538
  409.826  492.808        -1.537
  409.835  492.559        -1.536
  409.843  492.309        -1.536
  409.852  492.059        -1.535
  409.861  491.809        -1.535
  409.870  491.559        -1.535
  409.879  491.309        -1.535
  409.888  491.059        -1.535
  409.897  490.810        -1.536
  409.905  490.560        -1.536
  409.914  490.310        -1.537
  409.922  490.060        -1.538
  409.930  489.810        -1.539
  409.937  489.560        -1.541
  409.944  489.310        -1.542
  409.951  489.060        -1.544
  409.957  488.811        -1.546
  409.963  488.561        -1.548
  409.968  488.311        -1.550
  409.973  488.061        -1.553
  409.977  487.811        -1.555
  409.980  487.561        -1.558
  409.982  487.311        -1.561
  409.984  487.061        -1.564
  409.985  486.811        -1.567
  409.985  486.561        -1.571
  409.984  486.311        -1.575
  409.982  486.061        -1.578
  409.979  485.811        -1.582
  409.975  485.561        -1.586
  409.970  485.311        -1.591
  409.964  485.061        -1.595
  409.957  484.811        -1.600
  409.948  484.561        -1.605
  409.939  484.311        -1.610
  409.928  484.062        -1.615
  409.915  483.812        -1.620
  409.902  483.562        -1.625
  409.887  483.313        -1.631
  409.870  483.063        -1.636
  409.853  482.814        -1.642
  409.833  482.565        -1.648
  409.813  482.316        -1.654
  409.790  482.067        -1.660
  409.767  481.818        -1.664
  409.743  481.569        -1.667
  409.718  481.320        -1.670
  409.693  481.071        -1.672
  409.667  480.823        -1.675
  409.640  480.574        -1.678
  409.613  480.326        -1.680
  409.585  480.077        -1.683
  409.557  479.829        -1.685
  409.527  479.580        -1.688
  409.498  479.332        -1.690
  409.467  479.084        -1.693
  409.436  478.836        -1.695
  409.405  478.588        -1.697
  409.373  478.340        -1.700
  409.340  478.092        -1.702
  409.307  477.844        -1.704
  409.273  477.597        -1.707
  409.239  477.349        -1.709
  409.204  477.102        -1.711
  409.168  476.854        -1.713
  409.132  476.607        -1.715
  409.096  476.359        -1.717
  409.059  476.112        -1.720
  409.021  475.865        -1.722
  408.983  475.618        -1.724
  408.944  475.371        -1.726
  408.905  475.124        -1.728
  408.866  474.877        -1.730
  408.825  474.630        -1.732
  408.785  474.384        -1.734
  408.744  474.137        -1.736
  408.702  473.891        -1.738
  408.660  473.644        -1.739
  408.618  473.398        -1.741
  408.575  473.151        -1.743
  408.532  472.905        -1.745
  408.488  472.659        -1.747
  408.444  472.413        -1.748
  408.399  472.167        -1.750
  408.354  471.921        -1.752
  408.309  471.675        -1.753
  408.263  471.429        -1.755
  408.217  471.184        -1.757
  408.170  470.938        -1.758
  408.123  470.693        -1.760
  408.076  470.447        -1.761
  408.028  470.202        -1.763
  407.980  469.956        -1.764
  407.932  469.711        -1.766
  407.883  469.466        -1.767
  407.834  469.221        -1.769
  407.784  468.976        -1.770
  407.735  468.731        -1.771
  407.684  468.486        -1.773
  407.634  468.241        -1.774
  407.583  467.996        -1.775
  407.532  467.752        -1.777
  407.481  467.507        -1.778
  407.429  467.262        -1.779
  407.377  467.018        -1.780
  407.325  466.773        -1.781
  407.272  466.529        -1.782
