Path points with orientation:
        X        Y   orientation
  516.285  277.502        -1.443
  516.315  277.254        -1.449
  516.344  277.006        -1.455
  516.372  276.757        -1.461
  516.398  276.509        -1.467
  516.422  276.260        -1.473
  516.445  276.011        -1.479
  516.466  275.762        -1.486
  516.486  275.513        -1.492
  516.504  275.263        -1.499
  516.520  275.014        -1.505
  516.535  274.764        -1.512
  516.548  274.515        -1.518
  516.560  274.265        -1.525
  516.569  274.015        -1.532
  516.577  273.765        -1.539
  516.584  273.515        -1.546
  516.588  273.265        -1.553
  516.591  273.015        -1.560
  516.592  272.765        -1.567
  516.591  272.515        -1.574
  516.588  272.265        -1.581
  516.584  272.015        -1.589
  516.577  271.765        -1.596
  516.569  271.516        -1.604
  516.559  271.266        -1.611
  516.547  271.016        -1.619
  516.533  270.766        -1.627
  516.517  270.517        -1.635
  516.499  270.268        -1.642
  516.479  270.018        -1.650
  516.458  269.769        -1.658
  516.434  269.520        -1.666
  516.408  269.272        -1.674
  516.380  269.023        -1.682
  516.350  268.775        -1.691
  516.318  268.527        -1.699
  516.284  268.280        -1.707
  516.248  268.032        -1.716
  516.210  267.785        -1.724
  516.170  267.538        -1.732
  516.127  267.292        -1.740
  516.083  267.046        -1.748
  516.037  266.800        -1.756
  515.989  266.555        -1.764
  515.940  266.310        -1.771
  515.888  266.065        -1.778
  515.835  265.821        -1.786
  515.780  265.577        -1.793
  515.723  265.334        -1.800
  515.665  265.090        -1.807
  515.604  264.848        -1.814
  515.543  264.606        -1.820
  515.479  264.364        -1.827
  515.415  264.122        -1.833
  515.348  263.881        -1.839
  515.280  263.641        -1.846
  515.211  263.400        -1.852
  515.140  263.161        -1.858
  515.068  262.921        -1.863
  514.995  262.682        -1.869
  514.920  262.444        -1.875
  514.844  262.206        -1.880
  514.766  261.968        -1.885
  514.688  261.731        -1.891
  514.608  261.494        -1.896
  514.527  261.257        -1.901
  514.445  261.021        -1.906
  514.362  260.785        -1.910
  514.277  260.550        -1.915
  514.192  260.315        -1.919
  514.106  260.080        -1.924
  514.018  259.846        -1.928
  513.930  259.612        -1.932
  513.841  259.379        -1.936
  513.750  259.146        -1.940
  513.659  258.913        -1.944
  513.567  258.680        -1.947
  513.475  258.448        -1.951
  513.381  258.216        -1.954
  513.287  257.985        -1.957
  513.192  257.753        -1.961
  513.096  257.522        -1.964
  513.000  257.292        -1.967
  512.903  257.061        -1.969
  512.805  256.831        -1.972
  512.707  256.601        -1.975
  512.608  256.372        -1.977
  512.509  256.142        -1.979
  512.409  255.913        -1.982
  512.309  255.684        -1.984
  512.208  255.455        -1.986
  512.107  255.227        -1.987
  512.005  254.998        -1.989
  511.903  254.770        -1.991
  511.801  254.542        -1.992
  511.699  254.314        -1.994
  511.596  254.086        -1.995
  511.493  253.858        -1.996
  511.389  253.631        -1.997
  511.286  253.403        -1.998
  511.182  253.176        -1.999
  511.078  252.948        -1.999
  510.974  252.721        -2.000
  510.870  252.493        -2.000
  510.766  252.266        -2.001
  510.662  252.039        -2.001
  510.558  251.812        -2.001
  510.453  251.584        -2.001
  510.349  251.357        -2.001
  510.245  251.130        -2.000
  510.141  250.903        -2.000
  510.037  250.675        -1.999
  509.933  250.448        -1.999
  509.830  250.220        -1.998
  509.726  249.993        -1.997
  509.623  249.765        -1.996
  509.520  249.537        -1.995
  509.418  249.309        -1.994
  509.315  249.081        -1.993
  509.213  248.853        -1.991
  509.112  248.624        -1.990
  509.011  248.396        -1.988
  508.910  248.167        -1.986
  508.809  247.938        -1.984
  508.709  247.709        -1.982
  508.610  247.480        -1.980
  508.511  247.250        -1.978
  508.412  247.020        -1.976
  508.314  246.790        -1.973
  508.217  246.560        -1.971
  508.120  246.329        -1.968
  508.024  246.098        -1.965
  507.929  245.867        -1.962
  507.834  245.636        -1.959
  507.740  245.404        -1.956
  507.647  245.172        -1.953
  507.555  244.940        -1.950
  507.463  244.707        -1.946
  507.372  244.475        -1.943
  507.282  244.241        -1.939
  507.193  244.008        -1.935
  507.105  243.774        -1.931
  507.018  243.539        -1.927
  506.932  243.305        -1.923
  506.846  243.070        -1.919
  506.762  242.834        -1.915
  506.679  242.599        -1.910
  506.596  242.363        -1.906
  506.515  242.126        -1.901
  506.435  241.889        -1.897
  506.356  241.652        -1.892
  506.279  241.415        -1.887
  506.202  241.177        -1.882
  506.127  240.938        -1.877
  506.052  240.699        -1.872
  505.980  240.460        -1.867
  505.908  240.221        -1.861
  505.838  239.981        -1.856
  505.769  239.741        -1.850
  505.701  239.500        -1.845
  505.635  239.259        -1.839
  505.570  239.018        -1.834
  505.506  238.776        -1.828
  505.444  238.534        -1.822
  505.384  238.291        -1.815
  505.325  238.048        -1.808
  505.268  237.805        -1.801
  505.212  237.561        -1.795
  505.158  237.317        -1.788
  505.106  237.072        -1.782
  505.055  236.827        -1.776
  505.006  236.582        -1.769
  504.958  236.337        -1.763
  504.911  236.091        -1.757
  504.867  235.845        -1.751
  504.823  235.599        -1.745
  504.781  235.353        -1.740
  504.741  235.106        -1.734
  504.701  234.859        -1.728
  504.663  234.612        -1.723
  504.627  234.365        -1.717
  504.592  234.117        -1.712
  504.558  233.870        -1.707
  504.525  233.622        -1.701
  504.494  233.374        -1.696
  504.464  233.125        -1.691
  504.435  232.877        -1.686
  504.408  232.629        -1.681
  504.381  232.380        -1.676
  504.356  232.131        -1.672
  504.332  231.882        -1.667
  504.309  231.633        -1.663
  504.288  231.384        -1.658
  504.267  231.135        -1.654
  504.247  230.886        -1.649
  504.229  230.637        -1.645
  504.211  230.387        -1.641
  504.195  230.138        -1.637
  504.179  229.888        -1.633
  504.165  229.639        -1.629
  504.151  229.389        -1.625
  504.138  229.139        -1.621
  504.127  228.890        -1.618
  504.116  228.640        -1.614
  504.106  228.390        -1.611
  504.097  228.140        -1.607
  504.089  227.891        -1.604
  504.081  227.641        -1.601
  504.074  227.391        -1.598
  504.068  227.141        -1.594
  504.063  226.891        -1.591
  504.059  226.641        -1.589
  504.055  226.391        -1.586
  504.052  226.141        -1.583
  504.050  225.891        -1.580
  504.048  225.641        -1.578
  504.047  225.391        -1.575
  504.047  225.141        -1.573
  504.047  224.891        -1.570
  504.047  224.641        -1.568
  504.049  224.391        -1.566
  504.050  224.141        -1.564
  504.053  223.891        -1.562
  504.055  223.641        -1.560
  504.059  223.391        -1.558
  504.062  223.141        -1.556
  504.066  222.891        -1.554
  504.071  222.641        -1.553
  504.076  222.391        -1.551
  504.081  222.141        -1.550
  504.086  221.891        -1.549
  504.092  221.641        -1.547
  504.098  221.391        -1.546
  504.105  221.141        -1.545
  504.112  220.892        -1.544
  504.119  220.642        -1.543
  504.126  220.392        -1.542
  504.133  220.142        -1.541
  504.141  219.892        -1.540
  504.149  219.642        -1.540
  504.157  219.392        -1.539
  504.165  219.142        -1.539
  504.173  218.893        -1.538
  504.181  218.643        -1.538
  504.189  218.393        -1.538
  504.197  218.143        -1.538
  504.206  217.893        -1.538
  504.214  217.643        -1.538
  504.222  217.393        -1.538
  504.231  217.143        -1.538
  504.239  216.894        -1.538
  504.247  216.644        -1.538
  504.255  216.394        -1.539
  504.263  216.144        -1.539
  504.270  215.894        -1.540
  504.278  215.644        -1.540
  504.285  215.394        -1.541
  504.293  215.144        -1.542
  504.300  214.895        -1.543
  504.306  214.645        -1.544
  504.313  214.395        -1.545
  504.319  214.145        -1.546
  504.325  213.895        -1.547
  504.331  213.645        -1.548
  504.336  213.395        -1.550
  504.341  213.145        -1.551
  504.345  212.895        -1.553
  504.349  212.645        -1.554
  504.353  212.395        -1.556
  504.356  212.145        -1.558
  504.359  211.895        -1.560
  504.362  211.645        -1.561
  504.363  211.395        -1.563
  504.365  211.145        -1.565
  504.366  210.895        -1.568
  504.366  210.645        -1.570
  504.365  210.395        -1.572
  504.365  210.145        -1.574
  504.363  209.895        -1.577
  504.361  209.645        -1.579
  504.358  209.395        -1.582
  504.355  209.145        -1.585
  504.350  208.895        -1.587
  504.345  208.645        -1.590
  504.340  208.395        -1.593
  504.334  208.145        -1.596
  504.326  207.896        -1.599
  504.319  207.646        -1.602
  504.310  207.396        -1.606
  504.300  207.146        -1.609
  504.290  206.896        -1.612
  504.279  206.646        -1.616
  504.267  206.397        -1.619
  504.254  206.147        -1.623
  504.240  205.898        -1.626
  504.225  205.648        -1.630
  504.209  205.398        -1.634
  504.192  205.149        -1.638
  504.175  204.900        -1.642
  504.156  204.650        -1.646
  504.136  204.401        -1.650
  504.115  204.152        -1.654
  504.094  203.903        -1.658
  504.071  203.654        -1.663
  504.047  203.405        -1.667
  504.022  203.156        -1.671
  503.995  202.908        -1.676
  503.968  202.659        -1.681
  503.939  202.411        -1.685
  503.910  202.163        -1.690
  503.879  201.915        -1.695
  503.847  201.667        -1.700
  503.813  201.419        -1.705
  503.779  201.171        -1.710
  503.743  200.924        -1.715
  503.706  200.677        -1.720
  503.667  200.430        -1.725
  503.627  200.183        -1.730
  503.586  199.936        -1.736
  503.544  199.690        -1.741
  503.500  199.444        -1.747
  503.455  199.198        -1.752
  503.409  198.952        -1.758
  503.361  198.707        -1.763
  503.312  198.462        -1.769
  503.261  198.217        -1.775
  503.209  197.972        -1.781
  503.155  197.728        -1.787
  503.100  197.484        -1.793
  503.044  197.241        -1.798
  502.985  196.998        -1.808
  502.923  196.756        -1.822
  502.858  196.514        -1.835
  502.789  196.274        -1.849
  502.717  196.035        -1.863
  502.642  195.796        -1.876
  502.563  195.559        -1.890
  502.482  195.322        -1.903
  502.397  195.087        -1.917
  502.309  194.853        -1.930
  502.218  194.620        -1.943
  502.124  194.389        -1.957
  502.027  194.158        -1.970
  501.927  193.929        -1.983
  501.823  193.702        -1.997
  501.717  193.475        -2.010
  501.608  193.251        -2.023
  501.495  193.027        -2.036
  501.380  192.805        -2.050
  501.262  192.585        -2.063
  501.141  192.366        -2.076
  501.017  192.149        -2.089
  500.890  191.934        -2.102
  500.761  191.720        -2.116
  500.629  191.508        -2.129
  500.493  191.297        -2.142
  500.356  191.089        -2.155
  500.215  190.882        -2.168
  500.072  190.677        -2.181
  499.926  190.474        -2.194
  499.777  190.273        -2.207
  499.626  190.074        -2.220
  499.472  189.877        -2.234
  499.316  189.682        -2.247
  499.157  189.489        -2.260
  498.995  189.298        -2.273
  498.831  189.109        -2.286
  498.665  188.923        -2.299
  498.496  188.738        -2.312
  498.325  188.556        -2.325
  498.151  188.376        -2.339
  497.975  188.199        -2.352
  497.797  188.024        -2.365
  497.616  187.851        -2.378
  497.433  187.680        -2.391
  497.248  187.512        -2.405
  497.061  187.347        -2.418
  496.872  187.184        -2.431
  496.680  187.023        -2.444
  496.486  186.865        -2.458
  496.290  186.710        -2.471
  496.092  186.557        -2.484
  495.892  186.407        -2.498
  495.691  186.259        -2.511
  495.487  186.115        -2.524
  495.281  185.973        -2.538
  495.073  185.834        -2.551
  494.864  185.697        -2.565
  494.652  185.564        -2.578
  494.439  185.433        -2.592
  494.224  185.306        -2.606
  494.007  185.181        -2.619
  493.789  185.059        -2.633
  493.569  184.940        -2.647
  493.348  184.825        -2.660
  493.124  184.712        -2.674
  492.900  184.602        -2.688
  492.673  184.496        -2.702
  492.446  184.393        -2.716
  492.217  184.293        -2.730
  491.986  184.196        -2.744
  491.754  184.102        -2.758
  491.521  184.012        -2.772
  491.287  183.925        -2.786
  491.051  183.841        -2.800
  490.815  183.761        -2.814
  490.577  183.684        -2.829
  490.338  183.610        -2.843
  490.098  183.540        -2.857
  489.857  183.473        -2.872
  489.615  183.410        -2.886
  489.375  183.339        -2.852
  489.143  183.248        -2.770
  488.917  183.139        -2.692
  488.700  183.015        -2.623
  488.491  182.879        -2.563
  488.289  182.731        -2.512
  488.093  182.576        -2.470
  487.903  182.414        -2.436
  487.717  182.247        -2.411
  487.533  182.077        -2.395
  487.351  181.906        -2.387
  487.169  181.735        -2.386
  486.986  181.565        -2.394
  486.800  181.397        -2.409
  486.611  181.234        -2.430
  486.417  181.076        -2.459
  486.217  180.925        -2.493
  486.012  180.783        -2.534
  485.800  180.650        -2.580
  485.582  180.527        -2.632
  485.357  180.418        -2.688
  485.127  180.322        -2.749
  484.890  180.242        -2.814
  484.648  180.178        -2.884
  484.402  180.132        -2.957
  484.155  180.099        -3.008
  483.906  180.072        -3.034
  483.657  180.052        -3.059
  483.407  180.037        -3.084
  483.157  180.029        -3.109
  482.907  180.027        -3.134
  482.657  180.031         3.125
  482.408  180.041         3.102
  482.158  180.057         3.078
  481.909  180.079         3.055
  481.661  180.106         3.031
  481.413  180.139         3.009
  481.166  180.178         2.986
  480.920  180.222         2.964
  480.675  180.272         2.942
  480.431  180.327         2.920
  480.188  180.387         2.898
  479.947  180.452         2.877
  479.707  180.523         2.856
  479.469  180.598         2.835
  479.232  180.679         2.814
  478.997  180.764         2.794
  478.764  180.854         2.774
  478.532  180.948         2.754
  478.303  181.047         2.734
  478.075  181.151         2.714
  477.850  181.259         2.695
  477.626  181.371         2.676
  477.405  181.488         2.657
  477.186  181.608         2.638
  476.969  181.733         2.619
  476.755  181.862         2.601
  476.543  181.994         2.583
  476.334  182.131         2.565
  476.127  182.271         2.547
  475.922  182.415         2.529
  475.720  182.562         2.511
  475.521  182.713         2.494
  475.324  182.867         2.477
  475.130  183.024         2.460
  474.938  183.185         2.443
  474.750  183.349         2.426
  474.564  183.516         2.410
  474.381  183.686         2.393
  474.200  183.860         2.377
  474.023  184.036         2.361
  473.848  184.214         2.345
  473.676  184.396         2.329
  473.507  184.580         2.313
  473.341  184.767         2.298
  473.177  184.956         2.283
  473.017  185.148         2.267
  472.859  185.342         2.252
  472.705  185.538         2.238
  472.553  185.737         2.223
  472.404  185.938         2.208
  472.258  186.141         2.194
  472.116  186.346         2.179
  471.976  186.553         2.165
  471.839  186.762         2.151
  471.704  186.973         2.137
  471.573  187.186         2.123
  471.445  187.401         2.110
  471.320  187.617         2.096
  471.197  187.835         2.083
  471.078  188.055         2.069
  470.961  188.276         2.056
  470.847  188.498         2.043
  470.737  188.722         2.030
  470.629  188.948         2.017
  470.523  189.175         2.005
  470.421  189.403         1.992
  470.322  189.632         1.980
  470.225  189.863         1.967
  470.131  190.095         1.955
  470.040  190.328         1.943
  469.952  190.561         1.931
  469.867  190.796         1.920
  469.784  191.032         1.908
  469.704  191.269         1.896
  469.627  191.507         1.885
  469.552  191.746         1.874
  469.480  191.985         1.862
  469.411  192.225         1.851
  469.345  192.466         1.840
  469.281  192.708         1.829
  469.219  192.950         1.819
  469.161  193.193         1.808
  469.105  193.437         1.798
  469.051  193.681         1.787
  469.000  193.926         1.777
  468.951  194.171         1.767
  468.905  194.417         1.757
  468.861  194.663         1.747
  468.820  194.909         1.737
  468.781  195.156         1.727
  468.744  195.404         1.718
  468.710  195.651         1.708
  468.678  195.899         1.699
  468.649  196.147         1.689
  468.621  196.396         1.680
  468.596  196.645         1.671
  468.573  196.894         1.662
  468.553  197.143         1.653
  468.534  197.392         1.645
  468.518  197.642         1.636
  468.504  197.891         1.628
  468.492  198.141         1.619
  468.482  198.391         1.611
  468.474  198.641         1.603
  468.468  198.891         1.595
  468.464  199.140         1.587
  468.461  199.390         1.579
  468.461  199.640         1.571
  468.463  199.890         1.564
  468.467  200.140         1.556
  468.472  200.390         1.549
  468.480  200.640         1.541
  468.489  200.890         1.534
  468.500  201.140         1.527
  468.512  201.390         1.520
  468.527  201.639         1.513
  468.543  201.889         1.507
  468.560  202.138         1.500
  468.580  202.387         1.494
  468.600  202.636         1.487
  468.623  202.885         1.481
  468.647  203.134         1.475
  468.673  203.383         1.468
  468.700  203.631         1.462
  468.728  203.880         1.457
  468.758  204.128         1.451
  468.789  204.376         1.445
  468.822  204.624         1.440
  468.856  204.872         1.434
  468.891  205.119         1.429
  468.928  205.366         1.424
  468.966  205.613         1.418
  469.005  205.860         1.413
  469.046  206.107         1.409
  469.087  206.354         1.404
  469.130  206.600         1.399
  469.174  206.846         1.394
  469.219  207.092         1.390
  469.265  207.338         1.386
  469.312  207.583         1.381
  469.360  207.829         1.377
  469.409  208.074         1.373
  469.459  208.319         1.369
  469.510  208.563         1.365
  469.562  208.808         1.362
  469.615  209.052         1.358
  469.668  209.296         1.354
  469.723  209.540         1.351
  469.778  209.784         1.348
  469.834  210.028         1.345
  469.891  210.271         1.342
  469.949  210.515         1.339
  470.007  210.758         1.336
  470.066  211.001         1.333
  470.125  211.244         1.330
  470.185  211.486         1.328
  470.246  211.729         1.325
  470.308  211.971         1.323
  470.369  212.213         1.321
  470.432  212.455         1.319
  470.495  212.697         1.317
  470.558  212.939         1.315
  470.622  213.181         1.313
  470.686  213.422         1.311
  470.751  213.664         1.310
  470.816  213.905         1.308
  470.881  214.147         1.307
  470.946  214.388         1.305
  471.012  214.629         1.304
  471.078  214.870         1.303
  471.145  215.111         1.302
  471.211  215.352         1.301
  471.278  215.593         1.301
  471.345  215.834         1.300
  471.412  216.075         1.299
  471.479  216.316         1.299
  471.546  216.557         1.299
  471.613  216.797         1.299
  471.681  217.038         1.298
  471.748  217.279         1.298
  471.815  217.520         1.298
  471.882  217.761         1.299
  471.949  218.001         1.299
  472.016  218.242         1.299
  472.083  218.483         1.300
  472.150  218.724         1.301
  472.217  218.965         1.301
  472.283  219.206         1.302
  472.349  219.447         1.303
  472.415  219.688         1.304
  472.481  219.930         1.305
  472.546  220.171         1.306
  472.611  220.412         1.308
  472.676  220.654         1.309
  472.740  220.895         1.311
  472.804  221.137         1.312
  472.867  221.379         1.314
  472.930  221.621         1.316
  472.993  221.863         1.318
  473.055  222.105         1.320
  473.116  222.347         1.322
  473.177  222.590         1.325
  473.237  222.832         1.327
  473.297  223.075         1.329
  473.356  223.318         1.332
  473.415  223.561         1.335
  473.473  223.804         1.337
  473.530  224.048         1.340
  473.586  224.291         1.343
  473.642  224.535         1.346
  473.697  224.779         1.350
  473.751  225.023         1.353
  473.804  225.267         1.356
  473.856  225.512         1.360
  473.908  225.756         1.363
  473.958  226.001         1.367
  474.008  226.246         1.371
  474.057  226.491         1.375
  474.105  226.737         1.379
  474.151  226.982         1.383
  474.197  227.228         1.387
  474.242  227.474         1.391
  474.285  227.720         1.395
  474.328  227.967         1.400
  474.369  228.213         1.404
  474.410  228.460         1.409
  474.449  228.707         1.414
  474.486  228.954         1.419
  474.523  229.201         1.424
  474.558  229.449         1.429
  474.593  229.696         1.434
  474.625  229.944         1.439
  474.657  230.192         1.444
  474.687  230.440         1.450
  474.716  230.689         1.455
  474.743  230.937         1.461
  474.769  231.186         1.467
  474.794  231.435         1.472
  474.817  231.684         1.478
  474.838  231.933         1.484
  474.859  232.182         1.490
  474.877  232.431         1.497
  474.894  232.681         1.503
  474.909  232.930         1.509
  474.923  233.180         1.516
  474.935  233.430         1.522
  474.946  233.679         1.529
  474.955  233.929         1.535
  474.962  234.179         1.542
  474.967  234.429         1.549
  474.971  234.679         1.556
  474.973  234.929         1.563
  474.973  235.179         1.570
  474.971  235.429         1.577
  474.968  235.679         1.585
  474.962  235.929         1.592
  474.955  236.179         1.600
  474.946  236.429         1.607
  474.935  236.678         1.615
  474.922  236.928         1.622
  474.907  237.178         1.630
  474.891  237.427         1.638
  474.872  237.676         1.646
  474.851  237.925         1.654
  474.829  238.174         1.661
  474.804  238.423         1.668
  474.779  238.672         1.674
  474.751  238.920         1.681
  474.722  239.169         1.688
  474.691  239.417         1.694
  474.659  239.665         1.700
  474.625  239.912         1.707
  474.590  240.160         1.713
  474.553  240.407         1.719
  474.514  240.654         1.725
  474.474  240.901         1.731
  474.433  241.148         1.737
  474.390  241.394         1.743
  474.346  241.640         1.749
  474.300  241.886         1.755
  474.253  242.131         1.761
  474.204  242.376         1.766
  474.154  242.621         1.772
  474.103  242.866         1.777
  474.051  243.110         1.783
  473.997  243.355         1.788
  473.941  243.598         1.794
  473.885  243.842         1.799
  473.827  244.085         1.804
  473.768  244.328         1.809
  473.708  244.571         1.814
  473.646  244.813         1.819
  473.584  245.055         1.824
  473.520  245.297         1.829
  473.454  245.538         1.834
  473.388  245.779         1.839
  473.321  246.020         1.844
  473.252  246.260         1.848
  473.183  246.500         1.853
  473.112  246.740         1.858
  473.040  246.980         1.862
  472.967  247.219         1.866
  472.894  247.458         1.871
  472.819  247.696         1.875
  472.743  247.934         1.879
  472.666  248.172         1.883
  472.588  248.410         1.888
  472.509  248.647         1.892
  472.429  248.884         1.896
  472.349  249.121         1.900
  472.267  249.357         1.903
  472.184  249.593         1.907
  472.101  249.829         1.911
  472.017  250.064         1.915
  471.932  250.299         1.918
  471.846  250.534         1.922
  471.759  250.768         1.925
  471.671  251.002         1.929
  471.583  251.236         1.932
  471.494  251.470         1.935
  471.404  251.703         1.939
  471.313  251.936         1.942
  471.222  252.169         1.945
  471.130  252.401         1.948
  471.037  252.633         1.951
  470.944  252.865         1.954
  470.850  253.097         1.957
  470.755  253.328         1.960
  470.660  253.559         1.962
  470.564  253.790         1.965
  470.467  254.021         1.968
  470.370  254.251         1.970
  470.272  254.481         1.973
  470.174  254.711         1.975
  470.075  254.941         1.977
  469.975  255.170         1.980
  469.875  255.399         1.982
  469.775  255.628         1.984
  469.674  255.857         1.986
  469.573  256.085         1.988
  469.471  256.314         1.990
  469.368  256.542         1.992
  469.266  256.770         1.994
  469.163  256.997         1.996
  469.059  257.225         1.998
  468.955  257.452         2.000
  468.851  257.680         2.001
  468.746  257.907         2.003
  468.641  258.133         2.004
  468.536  258.360         2.006
  468.430  258.587         2.007
  468.324  258.813         2.008
  468.218  259.039         2.010
  468.111  259.266         2.011
  468.005  259.492         2.012
  467.898  259.718         2.013
  467.790  259.943         2.014
  467.683  260.169         2.015
  467.575  260.395         2.016
  467.467  260.620         2.017
  467.359  260.846         2.018
  467.251  261.071         2.018
  467.143  261.296         2.019
  467.034  261.522         2.020
  466.926  261.747         2.020
  466.817  261.972         2.021
  466.708  262.197         2.021
  466.599  262.422         2.021
  466.490  262.647         2.022
  466.381  262.872         2.022
  466.272  263.097         2.022
  466.163  263.322         2.022
  466.054  263.547         2.022
  465.945  263.772         2.022
  465.836  263.997         2.022
  465.727  264.222         2.022
  465.618  264.447         2.022
  465.509  264.672         2.022
  465.400  264.897         2.021
  465.291  265.122         2.021
  465.182  265.347         2.021
  465.074  265.572         2.020
  464.965  265.797         2.020
  464.857  266.023         2.019
  464.749  266.248         2.018
  464.641  266.474         2.018
  464.533  266.699         2.017
  464.425  266.925         2.016
  464.318  267.150         2.015
  464.211  267.376         2.014
  464.104  267.602         2.013
  463.997  267.828         2.012
  463.890  268.055         2.011
  463.784  268.281         2.010
  463.678  268.507         2.008
  463.573  268.734         2.007
  463.467  268.961         2.006
  463.362  269.187         2.004
  463.258  269.414         2.003
  463.153  269.642         2.001
  463.049  269.869         2.000
  462.946  270.097         1.998
  462.843  270.324         1.996
  462.740  270.552         1.994
  462.638  270.780         1.993
  462.536  271.009         1.991
  462.434  271.237         1.989
  462.333  271.466         1.987
  462.233  271.695         1.985
  462.133  271.924         1.982
  462.033  272.153         1.980
  461.934  272.383         1.978
  461.836  272.613         1.976
  461.738  272.843         1.973
  461.640  273.073         1.971
  461.544  273.303         1.968
  461.447  273.534         1.966
  461.352  273.765         1.963
  461.257  273.996         1.961
  461.162  274.228         1.958
  461.069  274.460         1.955
  460.976  274.692         1.952
  460.883  274.924         1.949
  460.791  275.156         1.946
  460.700  275.389         1.943
  460.610  275.622         1.940
  460.521  275.856         1.937
  460.432  276.089         1.934
  460.344  276.323         1.931
  460.256  276.558         1.928
  460.170  276.792         1.924
  460.084  277.027         1.921
  459.999  277.262         1.918
  459.915  277.498         1.914
  459.832  277.733         1.911
  459.749  277.969         1.907
  459.667  278.206         1.903
  459.587  278.442         1.900
  459.507  278.679         1.896
  459.428  278.916         1.892
  459.350  279.154         1.888
  459.273  279.392         1.884
  459.197  279.630         1.880
  459.121  279.868         1.876
  459.047  280.107         1.872
  458.974  280.346         1.868
  458.902  280.585         1.864
  458.830  280.825         1.860
  458.760  281.065         1.856
  458.691  281.305         1.851
  458.623  281.546         1.847
  458.556  281.786         1.843
  458.490  282.028         1.838
  458.425  282.269         1.834
  458.361  282.511         1.829
  458.298  282.753         1.825
  458.236  282.995         1.820
  458.175  283.237         1.816
  458.116  283.480         1.812
  458.057  283.723         1.809
  457.999  283.966         1.805
  457.941  284.210         1.802
  457.885  284.453         1.798
  457.830  284.697         1.795
  457.775  284.941         1.791
  457.721  285.185         1.788
  457.668  285.429         1.784
  457.616  285.674         1.781
  457.565  285.919         1.777
  457.514  286.163         1.774
  457.465  286.408         1.771
  457.416  286.654         1.767
  457.368  286.899         1.764
  457.321  287.145         1.761
  457.274  287.390         1.758
  457.229  287.636         1.754
  457.184  287.882         1.751
  457.140  288.128         1.748
  457.097  288.374         1.745
  457.054  288.621         1.742
  457.012  288.867         1.739
  456.971  289.114         1.736
  456.931  289.360         1.733
  456.891  289.607         1.730
  456.852  289.854         1.727
  456.814  290.101         1.724
  456.777  290.348         1.721
  456.740  290.596         1.718
  456.704  290.843         1.715
  456.669  291.091         1.712
  456.634  291.338         1.710
  456.600  291.586         1.707
  456.567  291.834         1.704
  456.534  292.082         1.702
  456.503  292.330         1.699
  456.471  292.578         1.696
  456.441  292.826         1.694
  456.411  293.074         1.691
  456.381  293.322         1.688
  456.353  293.570         1.686
  456.325  293.819         1.683
  456.297  294.067         1.681
  456.270  294.316         1.678
  456.244  294.565         1.676
  456.218  294.813         1.674
  456.193  295.062         1.671
  456.169  295.311         1.669
  456.145  295.560         1.667
  456.122  295.809         1.664
  456.099  296.057         1.662
  456.077  296.307         1.660
  456.055  296.556         1.658
  456.034  296.805         1.655
  456.013  297.054         1.653
  455.993  297.303         1.651
  455.974  297.552         1.649
  455.955  297.802         1.647
  455.936  298.051         1.645
  455.918  298.300         1.643
  455.901  298.550         1.641
  455.884  298.799         1.639
  455.867  299.048         1.637
  455.851  299.298         1.635
  455.836  299.547         1.633
  455.820  299.797         1.631
  455.806  300.047         1.629
  455.792  300.296         1.628
  455.778  300.546         1.626
  455.765  300.795         1.624
  455.752  301.045         1.622
  455.739  301.295         1.621
  455.727  301.545         1.619
  455.715  301.794         1.617
  455.704  302.044         1.616
  455.693  302.294         1.614
  455.683  302.544         1.613
  455.673  302.793         1.611
  455.663  303.043         1.610
  455.654  303.293         1.608
  455.645  303.543         1.607
  455.636  303.793         1.605
  455.628  304.043         1.604
  455.620  304.292         1.603
  455.612  304.542         1.601
  455.605  304.792         1.600
  455.598  305.042         1.599
  455.592  305.292         1.597
  455.585  305.542         1.596
  455.579  305.792         1.595
  455.573  306.042         1.594
  455.568  306.292         1.593
  455.563  306.542         1.591
  455.558  306.792         1.590
  455.553  307.042         1.589
  455.549  307.292         1.588
  455.545  307.541         1.587
  455.541  307.791         1.586
  455.537  308.041         1.585
  455.534  308.291         1.584
  455.531  308.541         1.583
  455.528  308.791         1.583
  455.525  309.041         1.582
  455.523  309.291         1.581
  455.520  309.541         1.580
  455.518  309.791         1.579
  455.516  310.041         1.579
  455.515  310.291         1.578
  455.513  310.541         1.577
  455.511  310.791         1.576
  455.510  311.041         1.576
  455.509  311.291         1.575
  455.508  311.541         1.575
  455.507  311.791         1.574
  455.507  312.041         1.574
  455.506  312.291         1.573
  455.506  312.541         1.573
  455.505  312.791         1.572
  455.505  313.041         1.572
  455.505  313.291         1.571
  455.505  313.541         1.571
  455.505  313.791         1.571
  455.505  314.041         1.570
  455.505  314.291         1.570
  455.505  314.541         1.570
  455.506  314.791         1.570
  455.506  315.041         1.569
  455.506  315.291         1.569
  455.507  315.541         1.569
  455.507  315.791         1.569
  455.508  316.041         1.569
  455.508  316.291         1.569
  455.509  316.541         1.569
  455.509  316.791         1.569
  455.510  317.041         1.569
  455.511  317.291         1.569
  455.511  317.541         1.569
  455.512  317.791         1.569
  455.512  318.041         1.569
